Created Date,Descriptor,Incident Zip,City,Community Board,Borough
11/15/16,Cloudy Or Milky Water (QB1),10453,City-BRONX,05 BRONX,Borough-BRONX
12/20/10,Taste/Odor: Bitter/Metallic (QA3),11210,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
11/16/16,Taste/Odor: Chemical (QA2),10304,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
11/16/16,unknown odor/taste in drinking water (QA6),10002,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
11/16/16,Cloudy Or Milky: Other (Use Comments) (QBZ),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
11/16/16,Taste/Odor: Musty/Stale (QA4),10471,City-BRONX,08 BRONX,Borough-BRONX
1/15/13,Taste/Odor: Bitter/Metallic (QA3),11229,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
10/14/16,Cloudy Or Milky Water (QB1),11358,City-Flushing,11 QUEENS,Borough-QUEENS
11/17/16,Clear Water With Other Particles (Use Comments) (QEZ),11230,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
11/17/16,unknown odor/taste in drinking water (QA6),11105,City-Astoria,01 QUEENS,Borough-QUEENS
11/17/16,Taste/Odor: Sewer (QA5),10304,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
11/17/16,Cloudy Or Milky Water (QB1),10033,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
11/17/16,Taste/Odor: Chlorine (QA1),10468,City-BRONX,07 BRONX,Borough-BRONX
2/20/15,Cloudy Or Milky Water (QB1),11209,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
11/17/16,Taste/Odor: Musty/Stale (QA4),10468,City-BRONX,07 BRONX,Borough-BRONX
11/17/16,Taste/Odor: Chemical (QA2),11212,City-BROOKLYN,16 BROOKLYN,Borough-BROOKLYN
11/17/16,No Sampling Required: Requested Information (QG2),10466,City-BRONX,12 BRONX,Borough-BRONX
11/17/16,Taste/Odor: Bitter/Metallic (QA3),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
11/18/16,Taste/Odor: Chlorine (QA1),10003,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
10/10/12,Taste/Odor: Musty/Stale (QA4),11205,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
12/20/10,Cloudy Or Milky: Other (Use Comments) (QBZ),11223,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
11/18/16,unknown odor/taste in drinking water (QA6),10458,City-BRONX,06 BRONX,Borough-BRONX
11/18/16,Taste/Odor: Chemical (QA2),11218,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
11/2/16,Taste/Odor: Bitter/Metallic (QA3),10023,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
11/2/16,Taste/Odor: Chlorine (QA1),10002,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
11/2/16,Cloudy Or Milky Water (QB1),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
11/2/16,unknown odor/taste in drinking water (QA6),11219,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
11/3/16,Taste/Odor: Chemical (QA2),11206,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
11/3/16,unknown odor/taste in drinking water (QA6),11361,City-Bayside,11 QUEENS,Borough-QUEENS
11/4/16,Taste/Odor: Chlorine (QA1),10022,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
11/4/16,Taste/Odor: Musty/Stale (QA4),10454,City-BRONX,01 BRONX,Borough-BRONX
11/4/16,Taste/Odor: Chlorine (QA1),10019,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
11/5/16,Taste/Odor: Chlorine (QA1),10034,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
11/5/16,unknown odor/taste in drinking water (QA6),11209,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
11/5/16,unknown odor/taste in drinking water (QA6),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
11/18/16,Taste/Odor: Musty/Stale (QA4),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
11/7/16,Cloudy Or Milky Water (QB1),10024,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
11/7/16,Clear Water With Other Particles (Use Comments) (QEZ),11238,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
11/7/16,Taste/Odor: Sewer (QA5),11224,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
11/7/16,Taste/Odor: Musty/Stale (QA4),11218,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
11/7/16,Taste/Odor: Chemical (QA2),11103,City-Astoria,01 QUEENS,Borough-QUEENS
11/8/16,Taste/Odor: Chlorine (QA1),10018,City-NEW YORK,05 MANHATTAN,Borough-MANHATTAN
11/8/16,Taste/Odor: Chemical (QA2),11213,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
11/2/12,No Sampling Required: Requested Information (QG2),11354,City-Flushing,07 QUEENS,Borough-QUEENS
11/9/16,Clear Water With Other Particles (Use Comments) (QEZ),11238,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
11/10/16,unknown odor/taste in drinking water (QA6),11222,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
11/10/16,Taste/Odor: Musty/Stale (QA4),10305,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
11/21/12,Taste/Odor: Chemical (QA2),10454,City-BRONX,01 BRONX,Borough-BRONX
11/19/16,Cloudy Or Milky Water (QB1),10009,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
11/19/16,Taste/Odor: Bitter/Metallic (QA3),10457,City-BRONX,06 BRONX,Borough-BRONX
11/20/16,Taste/Odor: Chemical (QA2),10011,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
11/20/16,Taste/Odor: Bitter/Metallic (QA3),10458,City-BRONX,07 BRONX,Borough-BRONX
4/2/13,Taste/Odor: Chemical (QA2),11232,City-BROOKLYN,07 BROOKLYN,Borough-BROOKLYN
11/20/16,Taste/Odor: Sewer (QA5),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
11/21/16,No Sampling Required: Requested Information (QG2),11214,City-BROOKLYN,11 BROOKLYN,Borough-BROOKLYN
11/21/16,Taste/Odor: Bitter/Metallic (QA3),11209,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
4/10/13,Taste/Odor: Sewer (QA5),10309,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
11/21/16,Taste/Odor: Sewer (QA5),10034,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
4/12/13,Oil: Grease In Water (QD1),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
11/21/16,Other Water Problem (Use Comments) (QZZ),10044,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
11/21/16,Taste/Odor: Chlorine (QA1),10456,City-BRONX,04 BRONX,Borough-BRONX
11/21/16,Taste/Odor: Bitter/Metallic (QA3),11249,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
11/21/16,unknown odor/taste in drinking water (QA6),10457,City-BRONX,05 BRONX,Borough-BRONX
11/21/16,Cloudy Or Milky Water (QB1),10473,City-BRONX,09 BRONX,Borough-BRONX
8/22/16,Taste/Odor: Musty/Stale (QA4),10306,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
11/21/16,Cloudy Or Milky Water (QB1),10472,City-BRONX,09 BRONX,Borough-BRONX
4/25/13,Cloudy Or Milky: Other (Use Comments) (QBZ),10453,City-BRONX,05 BRONX,Borough-BRONX
11/21/16,Oil: Grease In Water (QD1),10467,City-BRONX,07 BRONX,Borough-BRONX
11/22/16,Taste/Odor: Chlorine (QA1),10310,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
11/22/16,Taste/Odor: Bitter/Metallic (QA3),10457,City-BRONX,05 BRONX,Borough-BRONX
11/22/16,No Sampling Required: Requested Information (QG2),11365,City-Fresh Meadows,11 QUEENS,Borough-QUEENS
11/22/16,Taste/Odor: Bitter/Metallic (QA3),10458,City-BRONX,05 BRONX,Borough-BRONX
11/22/16,Cloudy Or Milky Water (QB1),10453,City-BRONX,05 BRONX,Borough-BRONX
2/1/13,No Sampling Required: Requested Information (QG2),10010,City-NEW YORK,05 MANHATTAN,Borough-MANHATTAN
11/22/16,Taste/Odor: Musty/Stale (QA4),10452,City-BRONX,04 BRONX,Borough-BRONX
2/14/13,Other Water Problem (Use Comments) (QZZ),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
2/25/13,Taste/Odor: Sewer (QA5),10457,City-BRONX,06 BRONX,Borough-BRONX
2/28/13,Taste/Odor: Chlorine (QA1),11369,City-East Elmhurst,03 QUEENS,Borough-QUEENS
3/1/13,Taste/Odor: Chemical (QA2),11218,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
11/19/16,Cloudy Or Milky: Other (Use Comments) (QBZ),11209,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
6/5/13,Clear Water With Other Particles (Use Comments) (QEZ),10301,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
6/6/13,Oil: Grease In Water (QD1),10452,City-BRONX,04 BRONX,Borough-BRONX
6/13/13,unknown odor/taste in drinking water (QA6),10033,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
6/17/13,Taste/Odor: Bitter/Metallic (QA3),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
6/21/13,Taste/Odor: Chlorine (QA1),11103,City-Astoria,01 QUEENS,Borough-QUEENS
7/12/13,Clear Water With Other Particles (Use Comments) (QEZ),11217,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
7/19/13,Taste/Odor: Chemical (QA2),10027,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
8/30/16,No Sampling Required: Requested Information (QG2),10024,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
5/13/13,Taste/Odor: Sewer (QA5),11385,City-Ridgewood,05 QUEENS,Borough-QUEENS
2/20/15,Clear Water With Other Particles (Use Comments) (QEZ),11378,City-Maspeth,05 QUEENS,Borough-QUEENS
6/3/13,Other Water Problem (Use Comments) (QZZ),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
6/4/13,Clear Water With Other Particles (Use Comments) (QEZ),11427,City-Queens Village,11 QUEENS,Borough-QUEENS
8/10/13,Taste/Odor: Sewer (QA5),11417,City-Ozone Park,10 QUEENS,Borough-QUEENS
8/12/13,Taste/Odor: Bitter/Metallic (QA3),11105,City-Astoria,01 QUEENS,Borough-QUEENS
8/31/13,Taste/Odor: Sewer (QA5),10456,City-BRONX,04 BRONX,Borough-BRONX
9/13/13,Taste/Odor: Bitter/Metallic (QA3),10022,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
9/15/13,Taste/Odor: Sewer (QA5),11357,City-Whitestone,07 QUEENS,Borough-QUEENS
9/16/13,Taste/Odor: Bitter/Metallic (QA3),11433,City-Jamaica,12 QUEENS,Borough-QUEENS
9/18/13,No Sampling Required: Requested Information (QG2),10023,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
9/26/13,unknown odor/taste in drinking water (QA6),11432,City-Jamaica,12 QUEENS,Borough-QUEENS
10/1/13,Taste/Odor: Sewer (QA5),10011,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
10/2/13,Taste/Odor: Chemical (QA2),11238,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
10/3/13,Taste/Odor: Sewer (QA5),11694,City-Rockaway Park,14 QUEENS,Borough-QUEENS
10/4/13,Taste/Odor: Chemical (QA2),11221,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
10/8/13,Clear Water With Organisms (Insects: Worms) (QE2),10457,City-BRONX,06 BRONX,Borough-BRONX
10/11/13,Clear Water With Other Particles (Use Comments) (QEZ),10475,City-BRONX,10 BRONX,Borough-BRONX
1/3/14,Taste/Odor: Bitter/Metallic (QA3),11366,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
1/21/14,Cloudy Or Milky Water (QB1),10037,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
1/24/14,Taste/Odor: Bitter/Metallic (QA3),11214,City-BROOKLYN,11 BROOKLYN,Borough-BROOKLYN
1/29/14,Taste/Odor: Chemical (QA2),10462,City-BRONX,09 BRONX,Borough-BRONX
2/7/14,Taste/Odor: Chemical (QA2),11215,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
2/25/15,Defective Water Sampling Station (QSS),10036,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
11/4/13,unknown odor/taste in drinking water (QA6),11417,City-Ozone Park,10 QUEENS,Borough-QUEENS
2/25/15,Cloudy Or Milky Water (QB1),10065,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
11/4/13,Taste/Odor: Chlorine (QA1),10038,City-NEW YORK,01 MANHATTAN,Borough-MANHATTAN
11/11/13,Taste/Odor: Bitter/Metallic (QA3),11229,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
11/26/13,Oil: Grease In Water (QD1),11223,City-BROOKLYN,11 BROOKLYN,Borough-BROOKLYN
7/25/16,Oil: Grease In Water (QD1),11223,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
7/27/16,Cloudy Or Milky: Other (Use Comments) (QBZ),10033,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
7/21/16,Clear Water With Other Particles (Use Comments) (QEZ),11367,City-Flushing,07 QUEENS,Borough-QUEENS
8/22/16,Cloudy Or Milky Water (QB1),11214,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
8/25/16,Other Water Problem (Use Comments) (QZZ),11209,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
8/30/16,Cloudy Or Milky: Other (Use Comments) (QBZ),11691,City-Far Rockaway,14 QUEENS,Borough-QUEENS
6/9/11,Taste/Odor: Chlorine (QA1),10461,City-BRONX,10 BRONX,Borough-BRONX
9/1/16,Taste/Odor: Chlorine (QA1),11238,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
3/12/14,Cloudy Or Milky Water (QB1),10465,City-BRONX,10 BRONX,Borough-BRONX
2/25/15,Defective Water Sampling Station (QSS),10036,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
3/13/14,Cloudy Or Milky Water (QB1),10019,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
3/15/14,Taste/Odor: Musty/Stale (QA4),10009,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
2/25/15,Defective Water Sampling Station (QSS),10036,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
3/17/14,Cloudy Or Milky Water (QB1),10452,City-BRONX,04 BRONX,Borough-BRONX
3/22/14,Taste/Odor: Musty/Stale (QA4),11208,City-BROOKLYN,05 BROOKLYN,Borough-BROOKLYN
3/27/14,Taste/Odor: Chemical (QA2),10040,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
4/5/14,unknown odor/taste in drinking water (QA6),11231,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
4/5/14,unknown odor/taste in drinking water (QA6),11368,City-Corona,03 QUEENS,Borough-QUEENS
4/6/14,Cloudy Or Milky Water (QB1),10472,City-BRONX,09 BRONX,Borough-BRONX
4/10/14,Taste/Odor: Bitter/Metallic (QA3),11221,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
4/11/14,Other Water Problem (Use Comments) (QZZ),11211,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
2/25/15,Defective Water Sampling Station (QSS),10036,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
2/25/15,Defective Water Sampling Station (QSS),10036,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
4/18/14,Taste/Odor: Chlorine (QA1),10303,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
2/26/15,Clear Water With Other Particles (Use Comments) (QEZ),11210,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
4/28/14,Cloudy Or Milky Water (QB1),11217,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
4/29/14,Clear Water With Other Particles (Use Comments) (QEZ),10014,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
2/26/15,Defective Water Sampling Station (QSS),10036,City-NEW YORK,05 MANHATTAN,Borough-MANHATTAN
5/3/14,Cloudy Or Milky: Other (Use Comments) (QBZ),11209,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
9/12/16,Oil: Grease In Water (QD1),11365,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
5/31/14,Taste/Odor: Musty/Stale (QA4),11233,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
6/3/14,Taste/Odor: Chlorine (QA1),11373,City-Elmhurst,04 QUEENS,Borough-QUEENS
6/10/14,Taste/Odor: Bitter/Metallic (QA3),11211,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
6/11/14,Taste/Odor: Chlorine (QA1),11211,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
6/15/14,No Sampling Required: Requested Information (QG2),11385,City-Ridgewood,05 QUEENS,Borough-QUEENS
6/19/14,Taste/Odor: Chemical (QA2),11206,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
6/21/14,Taste/Odor: Sewer (QA5),11105,City-Astoria,01 QUEENS,Borough-QUEENS
6/27/14,Clear Water With Organisms (Insects: Worms) (QE2),11222,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
7/11/14,Taste/Odor: Musty/Stale (QA4),11221,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
7/15/14,Taste/Odor: Chlorine (QA1),11385,City-Ridgewood,05 QUEENS,Borough-QUEENS
7/30/14,Taste/Odor: Chlorine (QA1),11379,City-Middle Village,05 QUEENS,Borough-QUEENS
8/8/14,Oil: Grease In Water (QD1),11225,City-BROOKLYN,09 BROOKLYN,Borough-BROOKLYN
9/10/14,Clear Water With Other Particles (Use Comments) (QEZ),10003,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
9/11/14,Taste/Odor: Musty/Stale (QA4),11374,City-Rego Park,06 QUEENS,Borough-QUEENS
9/29/14,Taste/Odor: Chemical (QA2),10461,City-BRONX,10 BRONX,Borough-BRONX
10/13/14,unknown odor/taste in drinking water (QA6),11220,City-BROOKLYN,07 BROOKLYN,Borough-BROOKLYN
10/23/14,Taste/Odor: Chlorine (QA1),11362,City-Little Neck,11 QUEENS,Borough-QUEENS
11/11/14,Taste/Odor: Musty/Stale (QA4),11366,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
11/25/14,Taste/Odor: Chemical (QA2),11355,City-Flushing,07 QUEENS,Borough-QUEENS
10/20/16,Cloudy Or Milky Water (QB1),11366,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
3/3/15,Clear Water With Other Particles (Use Comments) (QEZ),11418,City-Richmond Hill,09 QUEENS,Borough-QUEENS
3/3/15,Other Water Problem (Use Comments) (QZZ),11354,City-Flushing,07 QUEENS,Borough-QUEENS
3/3/15,unknown odor/taste in drinking water (QA6),11239,City-BROOKLYN,05 BROOKLYN,Borough-BROOKLYN
3/3/15,Cloudy Or Milky Water (QB1),11210,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
12/16/10,Taste/Odor: Musty/Stale (QA4),11236,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
12/16/10,Taste/Odor: Musty/Stale (QA4),11236,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
3/16/15,Cloudy Or Milky Water (QB1),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
3/5/15,Taste/Odor: Sewer (QA5),11206,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
4/19/15,Taste/Odor: Chemical (QA2),10456,City-BRONX,03 BRONX,Borough-BRONX
10/3/16,Cloudy Or Milky: Other (Use Comments) (QBZ),11103,City-Astoria,01 QUEENS,Borough-QUEENS
3/5/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11230,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
5/1/15,Taste/Odor: Chemical (QA2),11215,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
1/12/15,unknown odor/taste in drinking water (QA6),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
6/16/15,Taste/Odor: Chemical (QA2),10456,City-BRONX,04 BRONX,Borough-BRONX
6/17/15,Taste/Odor: Bitter/Metallic (QA3),11432,City-Jamaica,12 QUEENS,Borough-QUEENS
8/9/15,Taste/Odor: Chemical (QA2),11435,City-Jamaica,08 QUEENS,Borough-QUEENS
8/11/15,unknown odor/taste in drinking water (QA6),10305,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
9/1/15,Taste/Odor: Chlorine (QA1),10466,City-BRONX,12 BRONX,Borough-BRONX
9/11/15,Oil: Grease In Water (QD1),11222,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
9/18/15,Cloudy Or Milky Water (QB1),10451,City-BRONX,01 BRONX,Borough-BRONX
9/19/15,Taste/Odor: Sewer (QA5),11204,City-BROOKLYN,11 BROOKLYN,Borough-BROOKLYN
10/2/15,unknown odor/taste in drinking water (QA6),10468,City-BRONX,08 BRONX,Borough-BRONX
10/2/15,Taste/Odor: Sewer (QA5),10452,City-BRONX,04 BRONX,Borough-BRONX
5/23/15,Oil: Grease In Water (QD1),11233,City-BROOKLYN,16 BROOKLYN,Borough-BROOKLYN
5/26/15,unknown odor/taste in drinking water (QA6),10023,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
6/2/15,Taste/Odor: Chlorine (QA1),11412,City-Saint Albans,12 QUEENS,Borough-QUEENS
10/29/15,Taste/Odor: Sewer (QA5),10027,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
11/2/15,Taste/Odor: Musty/Stale (QA4),10028,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
11/5/15,No Sampling Required: Requested Information (QG2),10031,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
11/23/15,Taste/Odor: Musty/Stale (QA4),11103,City-Astoria,01 QUEENS,Borough-QUEENS
12/22/15,unknown odor/taste in drinking water (QA6),11360,City-Bayside,07 QUEENS,Borough-QUEENS
1/10/16,Cloudy Or Milky Water (QB1),11207,City-BROOKLYN,04 BROOKLYN,Borough-BROOKLYN
1/20/16,Cloudy Or Milky Water (QB1),11423,City-Hollis,12 QUEENS,Borough-QUEENS
1/25/16,Oil: Grease In Water (QD1),10467,City-BRONX,12 BRONX,Borough-BRONX
8/2/16,Taste/Odor: Bitter/Metallic (QA3),11101,City-Long Island City,02 QUEENS,Borough-QUEENS
6/24/16,Taste/Odor: Musty/Stale (QA4),11215,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
7/9/16,Taste/Odor: Chemical (QA2),11215,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
3/10/15,Defective Water Sampling Station (QSS),10306,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
7/28/16,Taste/Odor: Chemical (QA2),11420,City-South Ozone Park,10 QUEENS,Borough-QUEENS
9/12/16,Cloudy Or Milky Water (QB1),11221,City-BROOKLYN,04 BROOKLYN,Borough-BROOKLYN
3/12/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10465,City-BRONX,10 BRONX,Borough-BRONX
3/11/15,Taste/Odor: Chlorine (QA1),10033,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
9/7/16,Taste/Odor: Chemical (QA2),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
5/4/15,unknown odor/taste in drinking water (QA6),11374,City-Rego Park,06 QUEENS,Borough-QUEENS
8/24/15,Cloudy Or Milky Water (QB1),10454,City-BRONX,01 BRONX,Borough-BRONX
9/20/15,Taste/Odor: Chlorine (QA1),11417,City-Ozone Park,10 QUEENS,Borough-QUEENS
5/11/15,Cloudy Or Milky Water (QB1),10451,City-BRONX,04 BRONX,Borough-BRONX
8/8/15,Taste/Odor: Sewer (QA5),11213,City-BROOKLYN,09 BROOKLYN,Borough-BROOKLYN
8/11/15,Taste/Odor: Sewer (QA5),10010,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
12/27/15,Taste/Odor: Chlorine (QA1),11223,City-BROOKLYN,11 BROOKLYN,Borough-BROOKLYN
11/4/15,Taste/Odor: Chemical (QA2),10461,City-BRONX,10 BRONX,Borough-BRONX
11/4/15,Taste/Odor: Bitter/Metallic (QA3),10314,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
2/28/16,Taste/Odor: Chlorine (QA1),11436,City-Jamaica,12 QUEENS,Borough-QUEENS
2/29/16,unknown odor/taste in drinking water (QA6),11373,City-Elmhurst,04 QUEENS,Borough-QUEENS
10/21/13,Oil: Grease In Water (QD1),10035,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
4/22/16,Cloudy Or Milky Water (QB1),10463,City-BRONX,08 BRONX,Borough-BRONX
4/29/16,Taste/Odor: Chemical (QA2),10075,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
5/7/16,Other Water Problem (Use Comments) (QZZ),10466,City-BRONX,12 BRONX,Borough-BRONX
6/10/16,Clear Water With Other Particles (Use Comments) (QEZ),11358,City-Flushing,11 QUEENS,Borough-QUEENS
1/2/15,Cloudy Or Milky Water (QB1),10019,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
1/2/15,Clear Water With Other Particles (Use Comments) (QEZ),11233,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
1/2/15,Oil: Grease In Water (QD1),10303,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
1/2/15,Taste/Odor: Chlorine (QA1),10034,City-NEW YORK,12 MANHATTAN,Borough-MANHATTAN
1/3/15,Clear Water With Other Particles (Use Comments) (QEZ),11233,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
1/3/15,Taste/Odor: Chemical (QA2),11357,City-Whitestone,07 QUEENS,Borough-QUEENS
1/4/15,Cloudy Or Milky Water (QB1),11365,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
1/4/15,Cloudy Or Milky Water (QB1),10314,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
1/5/15,Clear Water With Other Particles (Use Comments) (QEZ),10461,City-BRONX,10 BRONX,Borough-BRONX
1/6/15,Oil: Grease In Water (QD1),11221,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
1/6/15,Oil: Grease In Water (QD1),11102,City-Astoria,01 QUEENS,Borough-QUEENS
1/6/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10023,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
1/7/15,Cloudy Or Milky Water (QB1),10019,City-NEW YORK,05 MANHATTAN,Borough-MANHATTAN
1/7/15,Taste/Odor: Chlorine (QA1),11355,City-Flushing,07 QUEENS,Borough-QUEENS
1/8/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11222,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
1/8/15,Taste/Odor: Chlorine (QA1),11691,City-Far Rockaway,14 QUEENS,Borough-QUEENS
1/9/15,Clear Water With Other Particles (Use Comments) (QEZ),10468,City-BRONX,07 BRONX,Borough-BRONX
1/9/15,Taste/Odor: Musty/Stale (QA4),11362,City-Little Neck,11 QUEENS,Borough-QUEENS
1/9/15,unknown odor/taste in drinking water (QA6),10468,City-BRONX,07 BRONX,Borough-BRONX
